pt,au,ti,so,py,vl,bp,ep,ar,hit,impact,impact_metric,impact_notes,lat1,lon1,lat2,lon2,lat3,lon3,lat4,lon4,aut_loc,multiple_loc,location_notes,phylum,lat5,lon5,lat6,lon6,lat7,lon7,lat8,lon8,lat9,lon9,province,topic,subtopic,impact_method,species,column,iucn_no
J,"Hanson, D; Cooke, S; Hirano, Y; Malaquias, MAE; Crocetta, F; Valdes, A","Slipping through the Cracks: The Taxonomic Impediment Conceals the Origin and Dispersal of Haminoea japonica, an Invasive Species with Impacts to Human Health",PLOS ONE,2013,8,NA,NA,e77457,non-native,no,NA,NA,48.455392000000003,-4.832471,38.956319999999998,-9.5204360000000001,41.879451000000003,11.980931,42.087113000000002,-124.40297099999999,entire_range,y,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,genetics,NA,NA,Haloa japonica,icun_no2,13.4
J,"Hanson, D; Cooke, S; Hirano, Y; Malaquias, MAE; Crocetta, F; Valdes, A","Slipping through the Cracks: The Taxonomic Impediment Conceals the Origin and Dispersal of Haminoea japonica, an Invasive Species with Impacts to Human Health",PLOS ONE,2013,8,NA,NA,e77457,non-native,no,NA,NA,48.455392000000003,-4.832471,38.956319999999998,-9.5204360000000001,41.879451000000003,11.980931,42.087113000000002,-124.40297099999999,entire_range,y,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,genetics,NA,NA,Haloa japonica,iucn_no1,9.ten
J,"Hanson, D; Cooke, S; Hirano, Y; Malaquias, MAE; Crocetta, F; Valdes, A","Slipping through the Cracks: The Taxonomic Impediment Conceals the Origin and Dispersal of Haminoea japonica, an Invasive Species with Impacts to Human Health",PLOS ONE,2013,8,NA,NA,e77457,non-native,no,NA,NA,48.455392000000003,-4.832471,38.956319999999998,-9.5204360000000001,41.879451000000003,11.980931,42.087113000000002,-124.40297099999999,entire_range,y,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,genetics,NA,NA,Haloa japonica,icun_no2,13.4
J,"Bohn, K; Richardson, CA; Jenkins, SR",Larval microhabitat associations of the non-native gastropod Crepidula fornicata and effects on recruitment success in the intertidal zone,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,2013,448,289,297,NA,non-native,no,NA,NA,51.689219000000001,-4.9786630000000001,NA,NA,NA,NA,NA,NA,milford_haven_waterway,n,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,ecology,reproduction,NA,Crepidula fornicata,iucn_no1,12.1
J,"Bohn, K; Richardson, CA; Jenkins, SR",Larval microhabitat associations of the non-native gastropod Crepidula fornicata and effects on recruitment success in the intertidal zone,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,2013,448,289,297,NA,non-native,no,NA,NA,51.689219000000001,-4.9786630000000001,NA,NA,NA,NA,NA,NA,milford_haven_waterway,n,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,ecology,reproduction,NA,Crepidula fornicata,icun_no2,12.2
J,"Bohn, K; Richardson, CA; Jenkins, SR",Larval microhabitat associations of the non-native gastropod Crepidula fornicata and effects on recruitment success in the intertidal zone,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,2013,448,289,297,NA,non-native,no,NA,NA,51.689219000000001,-4.9786630000000001,NA,NA,NA,NA,NA,NA,milford_haven_waterway,n,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,ecology,reproduction,NA,Crepidula fornicata,iucn_no3,12.3
J,"Bohn, K; Richardson, CA; Jenkins, SR",Larval microhabitat associations of the non-native gastropod Crepidula fornicata and effects on recruitment success in the intertidal zone,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,2013,448,289,297,NA,non-native,no,NA,NA,51.689219000000001,-4.9786630000000001,NA,NA,NA,NA,NA,NA,milford_haven_waterway,n,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,ecology,habitat,NA,Crepidula fornicata,iucn_no1,12.1
J,"Bohn, K; Richardson, CA; Jenkins, SR",Larval microhabitat associations of the non-native gastropod Crepidula fornicata and effects on recruitment success in the intertidal zone,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,2013,448,289,297,NA,non-native,no,NA,NA,51.689219000000001,-4.9786630000000001,NA,NA,NA,NA,NA,NA,milford_haven_waterway,n,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,ecology,habitat,NA,Crepidula fornicata,icun_no2,12.2
J,"Bohn, K; Richardson, CA; Jenkins, SR",Larval microhabitat associations of the non-native gastropod Crepidula fornicata and effects on recruitment success in the intertidal zone,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,2013,448,289,297,NA,non-native,no,NA,NA,51.689219000000001,-4.9786630000000001,NA,NA,NA,NA,NA,NA,milford_haven_waterway,n,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,ecology,habitat,NA,Crepidula fornicata,iucn_no3,12.3
J,"Sara, G; Palmeri, V; Rinaldi, A; Montalto, V; Helmuth, B",Predicting biological invasions in marine habitats through eco-physiological mechanistic models: a case study with the bivalve Brachidontes pharaonis,DIVERSITY AND DISTRIBUTIONS,2013,19,1235,1247,NA,invasive,no,NA,NA,40.299250999999998,14.860149,NA,NA,NA,NA,NA,NA,mediterranean_sea,y,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,ecology,habitat,NA,Brachidontes pharaonis,iucn_no1,12.X
J,"Sara, G; Palmeri, V; Rinaldi, A; Montalto, V; Helmuth, B",Predicting biological invasions in marine habitats through eco-physiological mechanistic models: a case study with the bivalve Brachidontes pharaonis,DIVERSITY AND DISTRIBUTIONS,2013,19,1235,1247,NA,invasive,no,NA,NA,40.299250999999998,14.860149,NA,NA,NA,NA,NA,NA,mediterranean_sea,y,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,ecology,habitat,NA,Brachidontes pharaonis,icun_no2,9.X
J,"Snigirov, S; Medinets, V; Chichkin, V; Sylantyev, S","Rapa whelk controls demersal community structure off Zmiinyi Island, Black Sea",AQUATIC INVASIONS,2013,8,289,297,NA,invasive/introduced,yes,NA,Decline,45.255000000000003,30.203056,NA,NA,NA,NA,NA,NA,black_sea,n,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,ecology,competition,correlation,Rapana venosa,iucn_no1,9.456
J,"Snigirov, S; Medinets, V; Chichkin, V; Sylantyev, S","Rapa whelk controls demersal community structure off Zmiinyi Island, Black Sea",AQUATIC INVASIONS,2013,8,289,297,NA,invasive/introduced,yes,NA,Decline,45.255000000000003,30.203056,NA,NA,NA,NA,NA,NA,black_sea,n,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,ecology,competition,correlation,Rapana venosa,icun_no2,9.23
J,"McFarland, K; Donaghy, L; Volety, AK","Effect of acute salinity changes on hemolymph osmolality and clearance rate of the non-native mussel, Perna viridis, and the native oyster, Crassostrea virginica, in Southwest Florida",AQUATIC INVASIONS,2013,8,299,310,NA,non-native,no,NA,NA,26.377986,-81.860917000000001,NA,NA,NA,NA,NA,NA,florida,n,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,ecology,habitat,NA,Perna viridis,iucn_no1,15.11
J,"McFarland, K; Donaghy, L; Volety, AK","Effect of acute salinity changes on hemolymph osmolality and clearance rate of the non-native mussel, Perna viridis, and the native oyster, Crassostrea virginica, in Southwest Florida",AQUATIC INVASIONS,2013,8,299,310,NA,non-native,no,NA,NA,26.377986,-81.860917000000001,NA,NA,NA,NA,NA,NA,florida,n,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,ecology,diet,NA,Perna viridis,iucn_no1,15.11
J,"Galvao, MSN; Pereira, OM; Hilsdorf, AWS",Molecular identification and distribution of mangrove oysters (Crassostrea) in an estuarine ecosystem in Southeast Brazil: implications for aquaculture and fisheries management,AQUACULTURE RESEARCH,2013,44,1589,1601,NA,exotic,no,NA,NA,-25.031656999999999,-47.920754000000002,NA,NA,NA,NA,NA,NA,brazil,y,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,genetics,NA,NA,Crassostrea sp.,iucn_no1,9.ten
J,"Smaal, AC; Schellekens, T; van Stralen, MR; Kromkamp, JC","Decrease of the carrying capacity of the Oosterschelde estuary (SW Delta, NL) for bivalve filter feeders due to overgrazing?",AQUACULTURE,2013,404,28,34,NA,introduced,yes,NA,Overgrazing,51.540824000000001,3.997233,NA,NA,NA,NA,NA,NA,oosterschelde_estuary,y,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,ecology,diet,correlation,Magallana gigas,iucn_no1,9.ten
J,"Figueira, E; Freitas, R",Consumption of Ruditapes philippinarum and Ruditapes decussatus: comparison of element accumulation and health risk,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2013,20,5682,5691,NA,introduced,no,NA,NA,40.660023000000002,-8.6890269999999994,NA,NA,NA,NA,NA,NA,ria_de_aveiro,n,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,toxins,NA,NA,Ruditapes philippinarum,iucn_no1,13.4
J,"Orlova, MI; Komendantov, AY","THE USE OF LABORATORY POPULATIONS OF THE INVASIVE NEW ZEALAND MOLLUSK, POTAMOPYRGUS ANTIPODARUM (GASTROPODA, HYDROBIIDAE), FOR ASSESSMENT OF ITS EURYHALINITY AND PHYSICAL MODELING OF INVASION RELATED TO SALINITY GRADIENT",ZOOLOGICHESKY ZHURNAL,2013,92,759,770,NA,invasive,no,NA,NA,60.185425000000002,26.270966999999999,NA,NA,NA,NA,NA,NA,finland,n,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,ecology,habitat,NA,Potamopyrgus antipodarum,iucn_no1,unknown
J,"Bidegain, G; Juanes, JA",Does expansion of the introduced Manila clam Ruditapes philippinarum cause competitive displacement of the European native clam Ruditapes decussatus?,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,2013,445,44,52,NA,introduced/nonind,yes,NA,Competition,43.420715999999999,-3.800732,NA,NA,NA,NA,NA,NA,spain,n,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,ecology,competition,field experiment,Ruditapes philippinarum,iucn_no1,9.ten
J,"Bidegain, G; Juanes, JA",Does expansion of the introduced Manila clam Ruditapes philippinarum cause competitive displacement of the European native clam Ruditapes decussatus?,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,2013,445,44,52,NA,introduced/nonind,yes,NA,Competition,43.420715999999999,-3.800732,NA,NA,NA,NA,NA,NA,spain,n,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,ecology,eaten,field experiment,Ruditapes philippinarum,iucn_no1,9.ten
J,"Harley, CDG; Anderson, KM; Lebreton, CAM; MacKay, A; Ayala-Diaz, M; Chong, SL; Pond, LM; Maddison, JHA; Hung, BHC; Iversen, SL; Wong, DCM","The introduction of Littorina littorea to British Columbia, Canada: potential impacts and the importance of biotic resistance by native predators",MARINE BIOLOGY,2013,160,1529,1541,NA,non-ind/introduced,no,NA,NA,49.235517000000002,-123.943674,NA,NA,NA,NA,NA,NA,british_columbia,y,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,ecology,diet,NA,Littorina littorea,iucn_no1,12.X
J,"Harley, CDG; Anderson, KM; Lebreton, CAM; MacKay, A; Ayala-Diaz, M; Chong, SL; Pond, LM; Maddison, JHA; Hung, BHC; Iversen, SL; Wong, DCM","The introduction of Littorina littorea to British Columbia, Canada: potential impacts and the importance of biotic resistance by native predators",MARINE BIOLOGY,2013,160,1529,1541,NA,non-ind/introduced,no,NA,NA,49.235517000000002,-123.943674,NA,NA,NA,NA,NA,NA,british_columbia,y,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,ecology,eaten,NA,Littorina littorea,iucn_no1,12.X
J,"Lodola, A; Nicolini, L; Savini, D; Deidun, A; Occhipinti-Ambrogi, A","Range expansion and biometric features of Pinctada imbricata radiata (Bivalvia: Pteriidae) around Linosa Island, Central Mediterranean Sea (Italy)",ITALIAN JOURNAL OF ZOOLOGY,2013,80,303,312,NA,alien/invasive,no,NA,NA,35.877183000000002,12.865615,NA,NA,NA,NA,NA,NA,linosa_island,y,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,distribution,NA,NA,Pinctada imbricata radiata,iucn_no1,12.X
J,"Chan, KY; Bendell, LI","Potential effects of an invasive bivalve, Nuttallia obscurata: on select sediment attributes within the intertidal region of coastal British Columbia",JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,2013,444,66,72,NA,invasive,yes,NA,Habitat alteration,49.533056000000002,-124.816667,NA,NA,NA,NA,NA,NA,denman_island,n,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,ecology,as habitat,field experiment,Nuttallia obscurata,iucn_no1,12.X
J,"Chan, KY; Bendell, LI","Potential effects of an invasive bivalve, Nuttallia obscurata: on select sediment attributes within the intertidal region of coastal British Columbia",JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,2013,444,66,72,NA,invasive,yes,NA,Habitat alteration,49.533056000000002,-124.816667,NA,NA,NA,NA,NA,NA,denman_island,n,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,ecology,as habitat,correlation,Nuttallia obscurata,iucn_no1,12.X
J,"Pecarevic, M; Mikus, J; Cetinic, AB; Dulcic, J; Calic, M",Introduced marine species in Croatian waters (Eastern Adriatic Sea),MEDITERRANEAN MARINE SCIENCE,2013,14,224,237,NA,introduced/alien,no,NA,NA,"NA","NA",NA,NA,NA,NA,NA,NA,"NA","NA",NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",review,NA,NA,review,iucn_no1,"NA"
J,"Kitada, S; Fujikake, C; Asakura, Y; Yuki, H; Nakajima, K; Vargas, KM; Kawashima, S; Hamasaki, K; Kishino, H",Molecular and morphological evidence of hybridization between native Ruditapes philippinarum and the introduced Ruditapes form in Japan,CONSERVATION GENETICS,2013,14,717,733,NA,introduced/alien,no,NA,NA,44.112704000000001,144.19243599999999,34.569719999999997,137.57903999999999,NA,NA,NA,NA,japan,y,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,genetics,NA,NA,Ruditapes sp.,iucn_no1,12.4
J,"Kitada, S; Fujikake, C; Asakura, Y; Yuki, H; Nakajima, K; Vargas, KM; Kawashima, S; Hamasaki, K; Kishino, H",Molecular and morphological evidence of hybridization between native Ruditapes philippinarum and the introduced Ruditapes form in Japan,CONSERVATION GENETICS,2013,14,717,733,NA,introduced/alien,no,NA,NA,44.112704000000001,144.19243599999999,34.569719999999997,137.57903999999999,NA,NA,NA,NA,japan,y,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,genetics,NA,NA,Ruditapes sp.,icun_no2,9.X
J,"Kitada, S; Fujikake, C; Asakura, Y; Yuki, H; Nakajima, K; Vargas, KM; Kawashima, S; Hamasaki, K; Kishino, H",Molecular and morphological evidence of hybridization between native Ruditapes philippinarum and the introduced Ruditapes form in Japan,CONSERVATION GENETICS,2013,14,717,733,NA,introduced/alien,no,NA,NA,44.112704000000001,144.19243599999999,34.569719999999997,137.57903999999999,NA,NA,NA,NA,japan,y,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,genetics,NA,NA,Ruditapes sp.,iucn_no1,12.4
J,"Kitada, S; Fujikake, C; Asakura, Y; Yuki, H; Nakajima, K; Vargas, KM; Kawashima, S; Hamasaki, K; Kishino, H",Molecular and morphological evidence of hybridization between native Ruditapes philippinarum and the introduced Ruditapes form in Japan,CONSERVATION GENETICS,2013,14,717,733,NA,introduced/alien,no,NA,NA,44.112704000000001,144.19243599999999,34.569719999999997,137.57903999999999,NA,NA,NA,NA,japan,y,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,genetics,NA,NA,Ruditapes sp.,icun_no2,9.X
J,"Marques, AC; Kloh, AD; Migotto, AE; Cabral, AC; Rigo, APR; Bettim, AL; Razzolini, EL; Cascon, HM; Bardi, J; Kremer, LP; Vieira, LM; Bezerra, LEA; Haddad, MA; de Oliveira, RR; Gutierre, SMM; Miranda, TP; Franklin, W; da Rocha, RM","Rapid assessment survey for exotic benthic species in the Sao Sebastiao Channel, Brazil",LATIN AMERICAN JOURNAL OF AQUATIC RESEARCH,2013,41,265,285,NA,introduced/invasive,no,NA,NA,-23.800450999999999,-45.377944999999997,NA,NA,NA,NA,NA,NA,sao_sebastiao_channel,y,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,distribution,NA,NA,Perna perna,iucn_no1,15.11
J,"Marques, AC; Kloh, AD; Migotto, AE; Cabral, AC; Rigo, APR; Bettim, AL; Razzolini, EL; Cascon, HM; Bardi, J; Kremer, LP; Vieira, LM; Bezerra, LEA; Haddad, MA; de Oliveira, RR; Gutierre, SMM; Miranda, TP; Franklin, W; da Rocha, RM","Rapid assessment survey for exotic benthic species in the Sao Sebastiao Channel, Brazil",LATIN AMERICAN JOURNAL OF AQUATIC RESEARCH,2013,41,265,285,NA,introduced/invasive,no,NA,NA,-23.800450999999999,-45.377944999999997,NA,NA,NA,NA,NA,NA,sao_sebastiao_channel,y,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,distribution,NA,NA,Leiosolenus aristatus,iucn_no1,15.11
J,"Marques, AC; Kloh, AD; Migotto, AE; Cabral, AC; Rigo, APR; Bettim, AL; Razzolini, EL; Cascon, HM; Bardi, J; Kremer, LP; Vieira, LM; Bezerra, LEA; Haddad, MA; de Oliveira, RR; Gutierre, SMM; Miranda, TP; Franklin, W; da Rocha, RM","Rapid assessment survey for exotic benthic species in the Sao Sebastiao Channel, Brazil",LATIN AMERICAN JOURNAL OF AQUATIC RESEARCH,2013,41,265,285,NA,introduced/invasive,no,NA,NA,-23.800450999999999,-45.377944999999997,NA,NA,NA,NA,NA,NA,sao_sebastiao_channel,y,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,distribution,NA,NA,Isognomon bicolor,iucn_no1,15.11
J,"Lezama, C; Carranza, A; Fallabrino, A; Estrades, A; Scarabino, F; Lopez-Mendilaharsu, M","Unintended backpackers: bio-fouling of the invasive gastropod Rapana venosa on the green turtle Chelonia mydas in the Rio de la Plata Estuary, Uruguay",BIOLOGICAL INVASIONS,2013,15,483,487,NA,invasive,no,NA,NA,-35.490672000000004,-56.258685999999997,NA,NA,NA,NA,NA,NA,rio_de_la_plata_estuary,y,on turtles!,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,ecology,habitat,NA,Rapana venosa,iucn_no1,9.ten
J,"Chiba, T; Sato, S","Invasion of Laguncula pulchella (Gastropoda: Naticidae) and predator-prey interactions with bivalves on the Tona coast, Miyagi prefecture, northern Japan",BIOLOGICAL INVASIONS,2013,15,587,598,NA,alien,yes,NA,Decline/community composition change,38.392926000000003,141.23281,NA,NA,NA,NA,NA,NA,tona_coast,y,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,ecology,diet,correlation,Laguncula pulchella,iucn_no1,12.4
J,"Bohn, K; Richardson, CA; Jenkins, SR","The importance of larval supply, larval habitat selection and post-settlement mortality in determining intertidal adult abundance of the invasive gastropod Crepidula fornicata",JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,2013,440,132,140,NA,invasive/non-native,no,NA,NA,51.705385999999997,-4.9372350000000003,NA,NA,NA,NA,NA,NA,milford_haven_waterway,y,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,ecology,reproduction,NA,Crepidula fornicata,iucn_no1,12.1
J,"Bohn, K; Richardson, CA; Jenkins, SR","The importance of larval supply, larval habitat selection and post-settlement mortality in determining intertidal adult abundance of the invasive gastropod Crepidula fornicata",JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,2013,440,132,140,NA,invasive/non-native,no,NA,NA,51.705385999999997,-4.9372350000000003,NA,NA,NA,NA,NA,NA,milford_haven_waterway,y,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,ecology,reproduction,NA,Crepidula fornicata,icun_no2,12.3
J,"Bohn, K; Richardson, CA; Jenkins, SR","The importance of larval supply, larval habitat selection and post-settlement mortality in determining intertidal adult abundance of the invasive gastropod Crepidula fornicata",JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,2013,440,132,140,NA,invasive/non-native,no,NA,NA,51.705385999999997,-4.9372350000000003,NA,NA,NA,NA,NA,NA,milford_haven_waterway,y,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,ecology,reproduction,NA,Crepidula fornicata,iucn_no3,12.4
J,"Bohn, K; Richardson, CA; Jenkins, SR","The importance of larval supply, larval habitat selection and post-settlement mortality in determining intertidal adult abundance of the invasive gastropod Crepidula fornicata",JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,2013,440,132,140,NA,invasive/non-native,no,NA,NA,51.705385999999997,-4.9372350000000003,NA,NA,NA,NA,NA,NA,milford_haven_waterway,y,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,ecology,habitat,NA,Crepidula fornicata,iucn_no1,12.1
J,"Bohn, K; Richardson, CA; Jenkins, SR","The importance of larval supply, larval habitat selection and post-settlement mortality in determining intertidal adult abundance of the invasive gastropod Crepidula fornicata",JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,2013,440,132,140,NA,invasive/non-native,no,NA,NA,51.705385999999997,-4.9372350000000003,NA,NA,NA,NA,NA,NA,milford_haven_waterway,y,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,ecology,habitat,NA,Crepidula fornicata,icun_no2,12.3
J,"Bohn, K; Richardson, CA; Jenkins, SR","The importance of larval supply, larval habitat selection and post-settlement mortality in determining intertidal adult abundance of the invasive gastropod Crepidula fornicata",JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,2013,440,132,140,NA,invasive/non-native,no,NA,NA,51.705385999999997,-4.9372350000000003,NA,NA,NA,NA,NA,NA,milford_haven_waterway,y,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,ecology,habitat,NA,Crepidula fornicata,iucn_no3,12.4
J,"Mistri, M; Munari, C",The invasive bag mussel Arcuatula senhousia is a CO2 generator in near-shore coastal ecosystems,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,2013,440,164,168,NA,invasive,no,NA,NA,44.801667000000002,12.315,NA,NA,NA,NA,NA,NA,sacca_di_goro,n,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,descriptive,NA,NA,Arcuatula senhousia,iucn_no1,9.X
J,"Riquet, F; Daguin-Thiebaut, C; Ballenghien, M; Bierne, N; Viard, F",Contrasting patterns of genome-wide polymorphism in the native and invasive range of the marine mollusc Crepidula fornicata,MOLECULAR ECOLOGY,2013,22,1003,1018,NA,invasive/nonind/introduced,no,NA,NA,51.713459,3.5023749999999998,44.926203000000001,-1.2983530000000001,43.457600999999997,3.842489,48.751403000000003,-122.897263,entire_range,y,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,genetics,NA,NA,Crepidula fornicata,iucn_no1,unknown
J,"Riquet, F; Daguin-Thiebaut, C; Ballenghien, M; Bierne, N; Viard, F",Contrasting patterns of genome-wide polymorphism in the native and invasive range of the marine mollusc Crepidula fornicata,MOLECULAR ECOLOGY,2013,22,1003,1018,NA,invasive/nonind/introduced,no,NA,NA,51.713459,3.5023749999999998,44.926203000000001,-1.2983530000000001,43.457600999999997,3.842489,48.751403000000003,-122.897263,entire_range,y,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,genetics,NA,NA,Crepidula fornicata,iucn_no1,unknown
J,"Riquet, F; Daguin-Thiebaut, C; Ballenghien, M; Bierne, N; Viard, F",Contrasting patterns of genome-wide polymorphism in the native and invasive range of the marine mollusc Crepidula fornicata,MOLECULAR ECOLOGY,2013,22,1003,1018,NA,invasive/nonind/introduced,no,NA,NA,51.713459,3.5023749999999998,44.926203000000001,-1.2983530000000001,43.457600999999997,3.842489,48.751403000000003,-122.897263,entire_range,y,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,genetics,NA,NA,Crepidula fornicata,iucn_no1,unknown
J,"Riquet, F; Daguin-Thiebaut, C; Ballenghien, M; Bierne, N; Viard, F",Contrasting patterns of genome-wide polymorphism in the native and invasive range of the marine mollusc Crepidula fornicata,MOLECULAR ECOLOGY,2013,22,1003,1018,NA,invasive/nonind/introduced,no,NA,NA,51.713459,3.5023749999999998,44.926203000000001,-1.2983530000000001,43.457600999999997,3.842489,48.751403000000003,-122.897263,entire_range,y,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,genetics,NA,NA,Crepidula fornicata,iucn_no1,unknown
J,"Dowd, WW; Somero, GN",Behavior and survival of Mytilus congeners following episodes of elevated body temperature in air and seawater,JOURNAL OF EXPERIMENTAL BIOLOGY,2013,216,502,514,NA,invasive,no,NA,NA,38.993454,-123.821968,NA,NA,NA,NA,NA,NA,california_and_oregon,y,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,ecology,habitat,NA,Mytilus galloprovincialis,iucn_no1,12.1
J,"Hanson, D; Hirano, Y; Valdes, A","Population genetics of Haminoea (Haloa) japonica Pilsbry, 1895, a widespread non-indigenous sea slug (Mollusca: Opisthobranchia) in North America and Europe",BIOLOGICAL INVASIONS,2013,15,395,406,NA,non-ind,no,NA,NA,48.596350999999999,-2.5573600000000001,42.417819999999999,-8.682423,43.050579999999997,-124.68641,NA,NA,europe_and_north_america,y,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,genetics,NA,NA,Haloa japonica,iucn_no1,unknown
J,"Hanson, D; Hirano, Y; Valdes, A","Population genetics of Haminoea (Haloa) japonica Pilsbry, 1895, a widespread non-indigenous sea slug (Mollusca: Opisthobranchia) in North America and Europe",BIOLOGICAL INVASIONS,2013,15,395,406,NA,non-ind,no,NA,NA,48.596350999999999,-2.5573600000000001,42.417819999999999,-8.682423,43.050579999999997,-124.68641,NA,NA,europe_and_north_america,y,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,genetics,NA,NA,Haloa japonica,iucn_no1,unknown
J,"Hanson, D; Hirano, Y; Valdes, A","Population genetics of Haminoea (Haloa) japonica Pilsbry, 1895, a widespread non-indigenous sea slug (Mollusca: Opisthobranchia) in North America and Europe",BIOLOGICAL INVASIONS,2013,15,395,406,NA,non-ind,no,NA,NA,48.596350999999999,-2.5573600000000001,42.417819999999999,-8.682423,43.050579999999997,-124.68641,NA,NA,europe_and_north_america,y,NA,Mollusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,genetics,NA,NA,Haloa japonica,iucn_no1,unknown
